,part_of_speech,synonyms
2812,verb,"{'inflict': 3.7719155968165034e-06, 'imposed': 3.269240374104367e-05, 'visit': 5.650716486362985e-05, 'enforce': 1.5640868258903993e-05, 'levy': 1.1830981450098087e-05, 'impose': 1.2266725163245408e-05, 'bring down': 1.3092074332220148e-06}"
2813,verb,"{'inflict': 3.7719155968165034e-06, 'visit': 5.650716486362985e-05, 'enforce': 1.5640868258903993e-05, 'imposing': 9.233625691277579e-06, 'levy': 1.1830981450098087e-05, 'impose': 1.2266725163245408e-05, 'bring down': 1.3092074332220148e-06}"
2814,satellite,"{'visionary': 2.572258437634075e-06, 'Laputan': 8.174608832005289e-09, 'airy': 2.9195046918997543e-06, 'windy': 1.1818885196615279e-06, 'impractical': 1.3854829566374631e-06}"
2815,satellite,"{'secure': 5.542890168131928e-05, 'unattackable': 1.4975006754254966e-08, 'impregnable': 1.3820477483275314e-06, 'inexpugnable': 4.201727959978226e-08, 'inviolable': 1.2928430477169673e-06, 'unassailable': 4.1458772520923134e-07, 'strong': 0.00012760309935449135, 'conceptive': 3.16748465306244e-08}"
2816,verb,"{'strike': 3.6359301528203646e-05, 'print': 1.9468553803688828e-05, 'shanghai': 2.1619408412774638e-08, 'impress': 6.8045635985623514e-06, 'ingrain': 6.644707672881669e-08, 'affect': 3.620694037758039e-05, 'impressed': 1.472351139358524e-05, 'imprint': 1.6997266315571642e-06, 'yarn-dye': 9.545333289871495e-11, 'move': 6.427382371410329e-05, 'instill': 4.0087800706203944e-07}"
2817,adjective,"{'impressionable': 3.226596501352631e-07, 'waxy': 6.581287248434439e-07, 'impressible': 1.3022809164644957e-07}"
2818,adjective,"{'impressionist': 1.3448686194828073e-07, 'impressionistic': 2.1787186981653604e-07}"
2819,satellite,"{'makeshift': 6.268468091829934e-07, 'improvised': 9.132427643035708e-07, 'jury-rigged': 7.532344589437339e-09}"
2820,satellite,"{'overbold': 2.7306022032793976e-08, 'impertinent': 1.8970099317066526e-06, 'flip': 1.1527957260555738e-06, 'sassy': 6.87595984334524e-08, 'saucy': 7.458920035902158e-07, 'fresh': 5.360813708416197e-05, 'insolent': 2.70338499287565e-06, 'smart': 6.076185740193113e-06, 'wise': 4.168533677599533e-05, 'snotty-nosed': 2.9418443436990253e-09, 'impudent': 1.510284795284705e-06}"
2821,satellite,"{'madcap': 1.0148770523498398e-07, 'impulsive': 1.30924605917286e-06, 'hotheaded': 5.1081557938304e-08, 'unprompted': 3.27147497057391e-08, 'whimsical': 1.5804147687571328e-06, 'tearaway': 4.093156529508137e-09, 'impetuous': 2.2002036447932597e-06, 'driving': 2.2205885019467168e-05, 'capricious': 2.5174670190165645e-06, 'brainish': 2.937404991465443e-09}"
2822,adjective,"{'unclean': 2.6646403959004582e-06, 'impure': 3.3158016564004392e-06}"
2823,adverb,"{'inwards': 2.2847370800211247e-06, 'inward': 9.0215185378224e-06, 'in': 0.016164945000722134}"
2824,satellite,"{'serial': 4.025202539515007e-06, 'in series': 2.0438922920782434e-06, 'nonparallel': 2.4580736359259163e-08}"
2825,adverb,"{'out front': 1.637199790500838e-07, 'in the lead': 5.328779452357266e-07, 'ahead': 2.0969910816198567e-05}"
2826,satellite,"{'in use': 1.454225852034658e-05, 'engaged': 7.17040582918005e-05, 'busy': 1.8786689958355232e-05}"
2827,adverb,"{'on paper': 3.0072918959354042e-06, 'in writing': 2.022687923955419e-05}"
2828,adjective,"{'unaccessible': 9.384943323679595e-09, 'inaccessible': 3.31961522727582e-06}"
2829,satellite,"{'untouchable': 1.4869269026503183e-07, 'unprocurable': 2.530823147890987e-08, 'inaccessible': 3.31961522727582e-06, 'unobtainable': 2.951805655524308e-07}"
2830,adjective,"{'dormant': 2.906894776891898e-06, 'nonoperational': 1.2336295063306758e-08, 'passive': 9.085249514201127e-06, 'inactive': 3.947643692057961e-06}"
2831,satellite,"{'inactive': 3.947643692057961e-06, 'motionless': 3.0630356152995344e-06, 'static': 6.786400501971235e-06, 'still': 0.00034837111209483145}"
2832,adjective,"{'inadequate': 1.4104250017260598e-05, 'unequal': 8.403039489208321e-06}"
2833,satellite,"{'inadequate': 1.4104250017260598e-05, 'short': 0.00017206739051206645, 'poor': 0.00012742809976983843}"
2834,adjective,"{'unalienable': 3.168713089676633e-07, 'inalienable': 9.829427222325352e-07}"
2835,satellite,"{'unforfeitable': 1.1721952713454603e-09, 'inalienable': 9.829427222325352e-07}"
2836,adjective,"{'inalterable': 2.0037920393874812e-08, 'unalterable': 1.2645707008078746e-06}"
2837,adjective,"{'non-living': 1.0060501305856542e-07, 'nonliving': 7.59181087947339e-08, 'inanimate': 1.9274968699155814e-06}"
2838,satellite,"{'inanimate': 1.9274968699155814e-06, 'pulseless': 1.1116346955715771e-07, 'breathless': 2.0162889169720687e-06}"
2839,satellite,"{'unsuitable': 3.018463206088895e-06, 'inapplicable': 2.218134476635952e-06}"
2840,satellite,"{'inapposite': 9.24092845263399e-08, 'out of place': 2.512793667911643e-06}"
2841,satellite,"{'unfitting': 1.6719922749392346e-07, 'inappropriate': 3.2673075169204358e-06, 'out or keeping': 1.1638116103507488e-09, 'incompatible': 4.840516000254286e-06}"
2842,satellite,"{'unarguable': 2.03179156147652e-08, 'inarguable': 5.368787214430671e-09}"
2843,adjective,"{'unarticulate': 4.773370158232176e-10, 'inarticulate': 6.344073258424742e-07}"
2844,satellite,"{'inartistic': 1.2596668760791931e-07, 'unartistic': 1.6432923168421534e-08}"
2845,satellite,"{'inattentive': 7.31300774424156e-07, 'neglectful': 3.740286618974763e-07}"
2846,adjective,"{'unhearable': 1.0592784079632134e-09, 'inaudible': 5.066997377755167e-07}"
2847,satellite,"{'initiative': 8.801178651231964e-06, 'inaugural': 1.1319437024077213e-06, 'initiatory': 3.644446126191784e-07, 'first': 0.0008436372819868388, 'maiden': 6.117643929955196e-06}"
2848,adjective,"{'unfortunate': 2.1277337163809184e-05, 'inauspicious': 4.167162941764544e-07}"
2849,satellite,"{'ominous': 2.1116814337930714e-06, 'inauspicious': 4.167162941764544e-07, 'untoward': 1.258140434932897e-06, 'ill': 5.825418578456566e-05, 'adverse': 1.5654850698060477e-05}"
2850,satellite,"{'spurious': 2.778860884375292e-06, 'inauthentic': 6.843124303210404e-08, 'unauthentic': 4.337023604463022e-08}"
2851,satellite,"{'inborn': 6.623865361487828e-07, 'congenital': 3.0100904043811035e-06, 'inbred': 6.416544778166877e-07, 'connatural': 4.570699101582574e-08, 'innate': 3.0128105289572517e-06}"
2852,satellite,"{'inbound': 4.067488243796475e-07, 'inward': 9.0215185378224e-06}"
2853,adjective,"{'Incan': 4.235862170678385e-08, 'incan': 2.4447002918840802e-08}"
2854,verb,"{'invalid': 7.87807452345892e-06, 'handicap': 2.2065566185902944e-06, 'incapacitated': 1.425945538848369e-06, 'incapacitate': 2.317088202448685e-07, 'disenable': 6.46145333968295e-09, 'disable': 6.337418781932829e-07}"
2855,satellite,"{'helpless': 6.695496388983808e-06, 'incapacitated': 1.425945538848369e-06}"
2856,verb,"{'invalid': 7.87807452345892e-06, 'handicap': 2.2065566185902944e-06, 'incapacitate': 2.317088202448685e-07, 'disenable': 6.46145333968295e-09, 'disable': 6.337418781932829e-07, 'incapacitating': 1.6688697874346973e-07}"
2857,verb,"{'substantiate': 1.566909226101041e-06, 'incarnate': 1.0902617439370611e-06, 'embody': 2.2407189982016693e-06, 'body forth': 3.356787220208504e-08}"
2858,verb,"{'encase': 6.333345864093282e-08, 'case': 0.0005155540918935143, 'incase': 6.335978318944305e-08, 'incased': 1.211726387326383e-07}"
2859,satellite,"{'incitive': 2.1425111590425935e-09, 'incendiary': 8.403069311373494e-07, 'rabble-rousing': 1.2409246341365974e-08, 'seditious': 2.21187162443224e-06, 'inflammatory': 5.858067181496596e-06, 'instigative': 1.9448259401731528e-09}"
2860,satellite,"{'incipient': 2.0781368873712314e-06, 'inchoate': 5.202813461684655e-07}"
2861,adjective,"{'incidental': 8.019662133022458e-06, 'incident': 2.1987369667499965e-05}"
2862,satellite,"{'consequent': 1.1436656988353286e-05, 'resultant': 4.8957806607931595e-06, 'concomitant': 2.079703054982337e-06, 'sequent': 3.1857707130739e-07, 'ensuant': 1.7041942976740688e-09, 'nonessential': 2.2615812126496164e-07, 'incidental': 8.019662133022458e-06, 'attendant': 9.198141028394142e-06, 'accompanying': 1.5214871553688009e-05}"
2863,verb,"{'incise': 7.819080038238959e-08, 'incised': 1.394413034898787e-06}"
2864,verb,"{'dispose': 1.1492562475903014e-05, 'pitch': 1.2315220782259477e-05, 'be given': 5.026661446708915e-05, 'lean': 6.7380625066079774e-06, 'run': 8.978642029972498e-05, 'inclined': 2.703324681472532e-05, 'tend': 2.9008016034196483e-05, 'slope': 1.520826746979186e-05, 'incline': 4.244748927715332e-06}"
2865,verb,"{'include': 8.51087172156648e-05, 'admit': 4.008833530916128e-05, 'let in': 1.4187315742533889e-06, 'included': 8.272260593211679e-05}"
2866,satellite,"{'incognizable': 8.426241615956011e-09, 'incognoscible': 1.108176822413308e-09}"
2867,adjective,"{'antagonistic': 1.75985780939107e-06, 'uncongenial': 4.294440065611294e-07, 'incompatible': 4.840516000254286e-06}"
2868,satellite,"{'inappropriate': 3.2673075169204358e-06, 'ill-sorted': 1.8115381119361536e-08, 'incompatible': 4.840516000254286e-06, 'unfitting': 1.6719922749392346e-07, 'unsuited': 9.955208848655806e-07, 'mismated': 1.1100226951951038e-08, 'contrastive': 1.4817075266038292e-07, 'discrepant': 1.8645856867094267e-07, 'out or keeping': 1.1638116103507488e-09}"
2869,adjective,"{'incompetent': 4.894238228027928e-06, 'unqualified': 3.346134158600989e-06}"
2870,satellite,"{'incompetent': 4.894238228027928e-06, 'fumbling': 4.121893215197454e-07, 'unskilled': 2.5038638110962746e-06, 'unequal to': 9.118473912942627e-07, 'incapable': 1.2109723996649352e-05, 'clumsy': 2.5489327971468566e-06, 'bungling': 3.3284015116297515e-07}"
2871,adjective,"{'incomplete': 8.232060007251428e-06, 'uncomplete': 5.3213176178275906e-09}"
2872,satellite,"{'incomplete': 8.232060007251428e-06, 'uncompleted': 4.332758629258659e-07}"
2873,adjective,"{'incomprehensible': 2.166168850981569e-06, 'uncomprehensible': 1.8382245004671966e-09, 'inexplicable': 2.02200464115739e-06}"
2874,adjective,"{'incomprehensive': 7.374073203477777e-09, 'noncomprehensive': 1.6348909041072179e-09}"
2875,adjective,"{'inconspicuous': 9.329564572745468e-07, 'invisible': 8.716405093378635e-06}"
2876,adjective,"{'incontestible': 2.3666520617596293e-07, 'incontestable': 7.445857400035292e-07}"
2877,satellite,"{'indisputable': 2.065245260773175e-06, 'undisputable': 3.471929114760799e-08, 'incontestable': 7.445857400035292e-07}"
2878,satellite,"{'incontrovertible': 8.199626737214432e-07, 'positive': 4.936297430480431e-05, 'demonstrable': 1.2479136950825158e-06, 'irrefutable': 2.856568711398223e-07}"
2879,adjective,"{'unconvertible': 9.395113981226875e-09, 'inconvertible': 1.6535743876501588e-07, 'unexchangeable': 2.4639164315409704e-09}"
2880,satellite,"{'inconvertible': 1.6535743876501588e-07, 'untransmutable': 5.242395046475092e-10}"
2881,verb,"{'integrate': 2.2269463091197387e-06, 'contain': 5.2391817351046695e-05, 'comprise': 5.80339305953351e-06, 'incorporate': 1.0810662188723607e-05}"
2882,satellite,"{'incorporated': 2.201118089834339e-05, 'merged': 3.8011733710443665e-06, 'integrated': 9.938551000042105e-06, 'incorporate': 1.0810662188723607e-05, 'unified': 3.4489156348258117e-06}"
2883,verb,"{'contain': 5.2391817351046695e-05, 'comprise': 5.80339305953351e-06, 'incorporated': 2.201118089834339e-05, 'integrate': 2.2269463091197387e-06, 'incorporate': 1.0810662188723607e-05}"
2884,satellite,"{'wrong': 5.326036353170275e-05, 'faulty': 3.754297017813807e-06, 'incorrect': 5.895196605744482e-06}"
2885,verb,"{'increased': 0.0001314888214688221, 'increase': 0.00017011711465843228}"
2886,verb,"{'increasing': 5.946502383261309e-05, 'increase': 0.00017011711465843228}"
2887,adjective,"{'incredible': 6.509328577029806e-06, 'unbelievable': 7.097520611322779e-07}"
2888,verb,"{'incriminating': 3.7918205645831e-07, 'imply': 9.827641297050483e-06, 'incriminate': 3.0934073270520495e-07, 'inculpate': 5.120530833049833e-08, 'impeach': 1.4910543426892197e-06, 'criminate': 3.7126914764141405e-07, 'accuse': 3.5741905727604227e-06}"
2889,adjective,"{'inculpative': 3.713345209179053e-09, 'inculpatory': 5.755326112189222e-08}"
2890,satellite,"{'invading': 2.535823159605787e-06, 'incursive': 8.129954288320012e-09, 'invasive': 1.001183439488489e-06}"
2891,satellite,"{'incurved': 6.03334612684767e-07, 'incurvate': 1.5624297226476037e-08}"
2892,satellite,"{'unbecoming': 1.3419149567742542e-06, 'indecorous': 3.3092654244221903e-07, 'uncomely': 1.0008190748518251e-07, 'unseemly': 1.019223142113778e-06, 'untoward': 1.258140434932897e-06, 'indecent': 2.0269231891579075e-06}"
2893,satellite,"{'indefensible': 7.209100691823983e-07, 'unwarrantable': 1.1128946317506206e-06, 'unwarranted': 1.8735171644053448e-06, 'unjustifiable': 1.5328349006948825e-06, 'insupportable': 1.1201371756898596e-06, 'untenable': 1.833257179046641e-06}"
2894,satellite,"{'ineffable': 9.409204206535673e-07, 'undefinable': 2.188735797819005e-07, 'untellable': 5.9898254702694744e-09, 'indefinable': 4.696443717478671e-07, 'unutterable': 8.847863082684392e-07, 'unspeakable': 2.175313874417075e-06, 'indescribable': 1.4337205678605566e-06}"
2895,satellite,"{'unerasable': 1.7411219752493144e-09, 'indelible': 1.0703351204273725e-06}"
2896,satellite,"{'off-color': 3.550300368818153e-08, 'indelicate': 4.0645415801142974e-07, 'off-colour': 6.305718820938298e-09}"
2897,verb,"{'indent': 3.620992113839896e-07, 'indenture': 3.2086461617202513e-06, 'indentured': 4.197320149512589e-07}"
2898,satellite,"{'sovereign': 2.3074475237728723e-05, 'independent': 5.7910801152340824e-05, 'autonomous': 2.8973188144543096e-06, 'self-governing': 5.804649451774532e-07}"
2899,adjective,"{'independent': 5.7910801152340824e-05, 'main': 0.00010066625642150924}"
2900,adjective,"{'declarative': 3.826490819393393e-07, 'indicative': 4.802824544548533e-06}"
2901,satellite,"{'suggestive': 4.674211890772904e-06, 'revelatory': 1.2174622735699782e-07, 'significative': 9.315944238245184e-08, 'indicatory': 1.995154746341228e-08, 'indicative': 4.802824544548533e-06}"
2902,satellite,"{'so-so': 8.158382237569691e-08, 'indifferent': 1.0496434561335984e-05, 'unbiased': 1.006950122075061e-06, 'immaterial': 5.280670842114973e-06, 'neutral': 1.5494124717508894e-05, 'apathetic': 5.87644660166416e-07, 'deaf': 7.250331404439002e-06, 'inert': 3.0011088668254752e-06, 'unbiassed': 6.871336061161319e-07}"
2903,satellite,"{'destitute': 9.706843686434604e-06, 'necessitous': 5.767652298035168e-07, 'needy': 3.4784640786207012e-06, 'poverty-stricken': 2.9059860025534795e-07, 'indigent': 2.5118782632537436e-06, 'impoverished': 2.071519790062659e-06}"
2904,satellite,"{'indiscernible': 6.043794527504703e-08, 'insensible': 4.1106236524156136e-06, 'undetectable': 1.7860663866298525e-07}"
2905,adjective,"{'indiscriminating': 1.0365164762234065e-07, 'undiscriminating': 1.1472966016111855e-07}"
2906,satellite,"{'essential': 6.253418018515093e-05, 'indispensable': 1.1094130370723319e-05}"
2907,adjective,"{'indistinguishable': 1.302430538216175e-06, 'undistinguishable': 2.5781070567822714e-07}"
2908,adjective,"{'individual': 0.00013368665203801578, 'single': 0.00013188070489467983}"
2909,satellite,"{'single': 0.00013188070489467983, 'item-by-item': 2.2510634670561175e-08, 'case-by-case': 3.880797543413866e-07, 'private': 0.00012338356517101724, 'individual': 0.00013368665203801578}"
2910,verb,"{'individualize': 1.1641482352370833e-07, 'personalise': 8.759980388323031e-09, 'individualised': 9.780628675589337e-08, 'individualise': 1.8920317140296428e-08, 'personalize': 8.150270411656086e-08}"
2911,satellite,"{'individualized': 9.802116690891894e-07, 'individualised': 9.780628675589337e-08, 'personalised': 7.141250583045246e-08, 'personalized': 5.241637733098781e-07}"
2912,satellite,"{'individualistic': 7.704816070991553e-07, 'individualist': 3.103848499053314e-07}"
2913,satellite,"{'individualistic': 7.704816070991553e-07, 'laissez-faire': 3.239855499671775e-07, 'individualist': 3.103848499053314e-07}"
2914,verb,"{'individualize': 1.1641482352370833e-07, 'personalise': 8.759980388323031e-09, 'individualise': 1.8920317140296428e-08, 'individualized': 9.802116690891894e-07, 'personalize': 8.150270411656086e-08}"
2915,satellite,"{'undividable': 4.496545501830634e-09, 'indivisible by': 4.984674747035389e-09}"
2916,satellite,"{'unruly': 1.2561602813382867e-06, 'uncontrollable': 1.2160800905907221e-06, 'indocile': 3.12599749542625e-08, 'ungovernable': 6.308341131435496e-07}"
2917,satellite,"{'unsubduable': 7.3855326459179595e-09, 'indomitable': 1.018571964153317e-06, 'never-say-die': 5.404866048777765e-09}"
2918,adjective,"{'indonesian': 6.2400129848136885e-09, 'Indonesian': 1.6753078373935353e-06}"
2919,satellite,"{'withdrawn': 1.6159295665731202e-05, 'indrawn': 3.426479645870617e-08}"
2920,verb,"{'induct': 1.2604051598482819e-07, 'have': 0.0032011627721664744, 'induced': 3.379012722419667e-05, 'cause': 0.00021180793908507194, 'bring on': 1.129533983295793e-06, 'make': 0.0005128708932948406, 'stimulate': 7.044628148397938e-06, 'get': 0.00021707096083654906, 'rush': 9.831000964637e-06, 'hasten': 4.937313243205263e-06, 'induce': 1.6096362454485547e-05}"
2921,satellite,"{'inductive': 2.1581481548355295e-06, 'inducive': 1.0921153511557912e-08}"
2922,satellite,"{'indulgent': 1.9803941644544977e-06, 'lenient': 1.0385499182851436e-06, 'soft': 4.060026121494963e-05}"
2923,verb,"{'indurate': 4.137836835585212e-08, 'harden': 1.5262513491473028e-06, 'inure': 5.031071586605695e-07}"
2924,verb,"{'industrialize': 6.082581065292588e-08, 'industrialise': 1.4171288399612564e-08, 'industrialized': 1.4363169979918434e-06}"
2925,satellite,"{'energetic': 6.32960921934406e-06, 'up-and-coming': 6.364405031995302e-08, 'untiring': 1.4249341168703774e-06, 'gumptious': 1.5627369220473606e-09, 'tireless': 6.752535769880223e-07, 'industrious': 6.251999610880196e-06, 'hardworking': 3.497460879734109e-07}"
2926,verb,"{'indwell': 7.551074747981311e-09, 'indwelling': 5.597477010853418e-07}"
2927,verb,"{'beatify': 8.02049045854042e-09, 'intoxicate': 1.969560483649132e-07, 'inebriate': 2.3221956488483076e-07, 'hit it up': 2.1145818746820654e-09, 'soak': 1.0551033777584874e-06, 'exhilarate': 8.755606240462123e-08, 'exalt': 1.9463773244465588e-06, 'tickle pink': 6.389358812022765e-11, 'thrill': 2.5397049861280774e-06, 'souse': 8.826260555230367e-08, 'inebriated': 1.7303942026260283e-07}"
2928,adjective,"{'uneatable': 4.990915181237481e-08, 'inedible': 2.840055371212556e-07}"
2929,satellite,"{'indifferent': 1.0496434561335984e-05, 'inert': 3.0011088668254752e-06, 'sluggish': 1.985683048645398e-06, 'neutral': 1.5494124717508894e-05, 'soggy': 2.3339274684649536e-07, 'torpid': 9.305264192215911e-07}"
2930,adjective,"{'inessential': 6.779523114710569e-08, 'unessential': 2.2187872536655357e-07}"
2931,satellite,"{'unforgivable': 1.247571922268406e-07, 'inexcusable': 9.543193745459488e-07}"
2932,satellite,"{'unlimited': 7.59142772569969e-06, 'inexhaustible': 2.482767623950188e-06}"
2933,satellite,"{'adamantine': 3.562117949976247e-07, 'unforgiving': 2.547888443216039e-07, 'stern': 9.753594882155574e-06, 'inexorable': 1.4550012448183515e-06, 'unrelenting': 9.766752658872264e-07, 'grim': 3.9529118711196665e-06, 'intransigent': 1.4830238074575033e-07, 'relentless': 1.551558997975749e-06, 'adamant': 7.459920528360261e-07, 'unappeasable': 6.676184771800388e-08}"
