,text,dict_val,enumerator
3540,bleary-eyed,938,3540
3541,bleary,938,3541
3542,blear,938,3542
3543,blear-eyed,938,3543
3544,hazy,939,3544
3545,muzzy,939,3545
3546,blear,939,3546
3547,foggy,939,3547
3548,bleary,939,3548
3549,fuzzy,939,3549
3550,blear-eyed,939,3550
3551,bleary-eyed,939,3551
3552,blurred,939,3552
3553,blurry,939,3553
3554,blebby,940,3554
3555,blebbed,940,3555
3556,blistery,941,3556
3557,blebby,941,3557
3558,blebbed,941,3558
3559,blind,942,3559
3560,dim,942,3560
3561,unsighted,943,3561
3562,blind,943,3562
3563,blind,944,3563
3564,unreasoning,944,3564
3565,blind,945,3565
3566,dim,945,3566
3567,blinded,945,3567
3568,blindfolded,946,3568
3569,blindfold,946,3569
3570,blinding,947,3570
3571,blind,947,3571
3572,dim,947,3572
3573,glaring,948,3573
3574,dazzling,948,3574
3575,glary,948,3575
3576,blinding,948,3576
3577,fulgent,948,3577
3578,blazing,948,3578
3579,nictate,949,3579
3580,blink,949,3580
3581,winkle,949,3581
3582,nictitate,949,3582
3583,twinkle,949,3583
3584,blinking,949,3584
3585,flash,949,3585
3586,wink,949,3586
3587,blink away,949,3587
3588,blithesome,950,3588
3589,blithe,950,3589
3590,light-hearted,950,3590
3591,lighthearted,950,3591
3592,lightsome,950,3592
3593,block off,951,3593
3594,stop,951,3594
3595,stymie,951,3595
3596,obstruct,951,3596
3597,stymy,951,3597
3598,block up,951,3598
3599,blockaded,951,3599
3600,blockade,951,3600
3601,block,951,3601
3602,barricade,951,3602
3603,embarrass,951,3603
3604,seal off,951,3604
3605,hinder,951,3605
3606,bar,951,3606
3607,parasitic,952,3607
3608,leechlike,952,3608
3609,bloodsucking,952,3609
3610,parasitical,952,3610
3611,sanguinary,953,3611
3612,bloodthirsty,953,3612
3613,bloody-minded,953,3613
3614,sanguinary,954,3614
3615,cantankerous,954,3615
3616,bloodthirsty,954,3616
3617,bloody-minded,954,3617
3618,bloom,955,3618
3619,blooming,955,3619
3620,flower,955,3620
3621,blossom,955,3621
3622,streak,956,3622
3623,mottle,956,3623
3624,blotched,956,3624
3625,blotch,956,3625
3626,blotched,957,3626
3627,blotchy,957,3627
3628,splotched,957,3628
3629,obliterate,958,3629
3630,obliterated,958,3630
3631,blotted out,958,3631
3632,dulled,959,3632
3633,blunted,959,3633
3634,smutch,960,3634
3635,smear,960,3635
3636,glaze over,960,3636
3637,blear,960,3637
3638,slur,960,3638
3639,obscure,960,3639
3640,confuse,960,3640
3641,blur,960,3641
3642,film over,960,3642
3643,dim,960,3643
3644,smudge,960,3644
3645,blurred,960,3645
3646,obnubilate,960,3646
3647,muzzy,961,3647
3648,foggy,961,3648
3649,blurred,961,3649
3650,bleary,961,3650
3651,clouded,961,3651
3652,fuzzy,961,3652
3653,hazy,961,3653
3654,blurry,961,3654
3655,muzzy,962,3655
3656,foggy,962,3656
3657,blurred,962,3657
3658,bleary,962,3658
3659,fuzzy,962,3659
3660,hazy,962,3660
3661,blurry,962,3661
3662,somatic,963,3662
3663,corporeal,963,3663
3664,bodily,963,3664
3665,corporal,963,3665
3666,bodyless,964,3666
3667,bodiless,964,3667
3668,Boeotian,965,3668
3669,boeotian,965,3669
3670,marshy,966,3670
3671,waterlogged,966,3671
3672,sloughy,966,3672
3673,muddy,966,3673
3674,mucky,966,3674
3675,boggy,966,3675
3676,sloppy,966,3676
3677,swampy,966,3677
3678,squashy,966,3678
3679,soggy,966,3679
3680,miry,966,3680
3681,quaggy,966,3681
3682,bohemian,967,3682
3683,Bohemian,967,3683
3684,boiled,968,3684
3685,boil,968,3685
3686,churn,968,3686
3687,moil,968,3687
3688,seethe,968,3688
3689,roil,968,3689
3690,bombproof,969,3690
3691,shellproof,969,3691
3692,unquestionable,970,3692
3693,veritable,970,3693
3694,bona fide,970,3694
3695,authentic,970,3695
3696,swot,971,3696
3697,get up,971,3697
3698,swot up,971,3698
3699,bone,971,3699
3700,cram,971,3700
3701,debone,971,3701
3702,grind away,971,3702
3703,bone up,971,3703
3704,drum,971,3704
3705,mug up,971,3705
3706,bone dry,972,3706
3707,bone-dry,972,3707
3708,bone-lazy,973,3708
3709,bone-idle,973,3709
3710,Boolean,974,3710
3711,boolean,974,3711
3712,din,975,3712
3713,boom out,975,3713
3714,booming,975,3714
3715,blast,975,3715
3716,thunder,975,3716
3717,expand,975,3717
3718,flourish,975,3718
3719,thrive,975,3719
3720,smash,975,3720
3721,nail,975,3721
3722,boom,975,3722
3723,palmy,976,3723
3724,booming,976,3724
3725,prospering,976,3725
3726,flourishing,976,3726
3727,roaring,976,3727
3728,thriving,976,3728
3729,prosperous,976,3729
3730,stentorian,976,3730
3731,neandertal,977,3731
3732,oafish,977,3732
3733,boorish,977,3733
3734,loutish,977,3734
3735,swinish,977,3735
3736,neanderthal,977,3736
3737,ho-hum,978,3737
3738,tiresome,978,3738
3739,boring,978,3739
3740,tedious,978,3740
3741,dull,978,3741
3742,wearisome,978,3742
3743,slow,978,3743
3744,deadening,978,3744
3745,irksome,978,3745
3746,born,979,3746
3747,innate,979,3747
3748,natural,979,3748
3749,reborn,980,3749
3750,born-again,980,3750
3751,converted,980,3751
3752,bosky,981,3752
3753,brushy,981,3753
3754,bosnian,982,3754
3755,Bosnian,982,3755
3756,embrace,983,3756
3757,hug,983,3757
3758,bosom,983,3758
3759,squeeze,983,3759
3760,bosomed,983,3760
3761,nettle,984,3761
3762,disoblige,984,3762
3763,bother,984,3763
3764,gravel,984,3764
3765,irritate,984,3765
3766,inconvenience,984,3766
3767,rile,984,3767
3768,rag,984,3768
3769,incommode,984,3769
3770,chafe,984,3770
3771,annoy,984,3771
3772,discommode,984,3772
3773,nark,984,3773
3774,devil,984,3774
3775,vex,984,3775
3776,inconvenience oneself,984,3776
3777,trouble oneself,984,3777
3778,put out,984,3778
3779,get to,984,3779
3780,trouble,984,3780
3781,get at,984,3781
3782,bothered,984,3782
3783,fazed,985,3783
3784,daunted,985,3784
3785,bothered,985,3785
3786,botonee,986,3786
3787,botonnee,986,3787
3788,articled,987,3788
3789,bound,987,3789
3790,indentured,987,3790
3791,bandaged,987,3791
3792,apprenticed,987,3792
3793,destined,987,3793
3794,wrapped up,988,3794
3795,bound up,988,3795
3796,bounded,989,3796
3797,rebound,989,3797
3798,restrain,989,3798
3799,border,989,3799
3800,recoil,989,3800
3801,ricochet,989,3801
3802,throttle,989,3802
3803,spring,989,3803
3804,leap,989,3804
3805,jump,989,3805
3806,limit,989,3806
3807,bound,989,3807
3808,confine,989,3808
3809,bounce,989,3809
3810,restrict,989,3810
3811,resile,989,3811
3812,reverberate,989,3812
3813,take a hop,989,3813
3814,trammel,989,3814
3815,bounded,990,3815
3816,delimited,990,3816
3817,boxlike,991,3817
3818,boxy,991,3818
3819,box-shaped,991,3819
3820,box,992,3820
3821,package,992,3821
3822,boxed,992,3822
3823,boxed in,993,3823
3824,boxed-in,993,3824
3825,boxed,993,3825
3826,boyish,994,3826
3827,schoolboyish,994,3827
3828,boylike,994,3828
3829,boyishly,995,3829
3830,boylike,995,3830
3831,poise,996,3831
3832,brace,996,3832
3833,steady,996,3833
3834,stabilize,996,3834
3835,perk up,996,3835
3836,stimulate,996,3836
3837,energize,996,3837
3838,arouse,996,3838
3839,stabilise,996,3839
3840,energise,996,3840
3841,braced,996,3841
3842,buttressed,997,3842
3843,braced,997,3843
3844,brachiopodous,998,3844
3845,brachiopod,998,3845
3846,fresh,999,3846
3847,tonic,999,3847
3848,refreshful,999,3848
3849,bracing,999,3849
3850,refreshing,999,3850
3851,brisk,999,3851
3852,brackish,1000,3852
3853,briny,1000,3853
3854,bracted,1001,3854
3855,bracteate,1001,3855
3856,shoot a line,1002,3856
3857,blow,1002,3857
3858,vaunt,1002,3858
3859,boast,1002,3859
3860,swash,1002,3860
3861,brag,1002,3861
3862,bluster,1002,3862
3863,gas,1002,3863
3864,gasconade,1002,3864
3865,tout,1002,3865
3866,branched,1003,3866
3867,branch,1003,3867
3868,separate,1003,3868
3869,fork,1003,3869
3870,furcate,1003,3870
3871,ramify,1003,3871
3872,branched,1004,3872
3873,forked,1004,3873
3874,prongy,1004,3874
3875,biramous,1004,3875
3876,ramous,1004,3876
3877,ramose,1004,3877
3878,bifurcate,1004,3878
3879,forficate,1004,3879
3880,branching,1004,3880
3881,pronged,1004,3881
3882,ramate,1004,3882
3883,fork-like,1004,3883
3884,branchiate,1005,3884
3885,gilled,1005,3885
3886,branch,1006,3886
3887,separate,1006,3887
3888,branching,1006,3888
3889,fork,1006,3889
3890,furcate,1006,3890
3891,ramify,1006,3891
3892,gay,1007,3892
3893,braw,1007,3893
3894,brave,1007,3894
3895,hefty,1008,3895
3896,muscular,1008,3896
3897,powerful,1008,3897
3898,sinewy,1008,3898
3899,brawny,1008,3899
3900,Brazilian,1009,3900
3901,brazilian,1009,3901
3902,fissiparous,1010,3902
3903,separatist,1010,3903
3904,breakaway,1010,3904
3905,summit,1011,3905
3906,breasted,1011,3906
3907,front,1011,3907
3908,breast,1011,3908
3909,breathe,1012,3909
3910,take a breath,1012,3910
3911,emit,1012,3911
3912,take a breather,1012,3912
3913,breathed,1012,3913
3914,rest,1012,3914
3915,respire,1012,3915
3916,pass off,1012,3916
3917,suspire,1012,3917
3918,catch one's breath,1012,3918
3919,voiceless,1013,3919
3920,breathed,1013,3920
3921,breeched,1014,3921
3922,pantalooned,1014,3922
3923,trousered,1014,3923
3924,multiply,1015,3924
3925,spawn,1015,3925
3926,breeding,1015,3926
3927,cover,1015,3927
3928,engender,1015,3928
3929,breed,1015,3929
3930,purchasable,1016,3930
3931,corruptible,1016,3931
3932,venal,1016,3932
3933,bribable,1016,3933
3934,dishonest,1016,3934
3935,brickly,1017,3935
3936,brickle,1017,3936
3937,brittle,1017,3937
3938,spousal,1018,3938
3939,nuptial,1018,3939
3940,bridal,1018,3940
3941,abbreviated,1019,3941
3942,brief,1019,3942
3943,salt-cured,1020,3943
3944,brine-cured,1020,3944
3945,salted,1020,3945
3946,brisken,1021,3946
3947,brisk up,1021,3947
3948,brisk,1021,3948
3949,alert,1022,3949
3950,zippy,1022,3950
3951,lively,1022,3951
3952,rattling,1022,3952
3953,spanking,1022,3953
3954,merry,1022,3954
3955,fresh,1022,3955
3956,tonic,1022,3956
3957,bracing,1022,3957
3958,refreshful,1022,3958
3959,snappy,1022,3959
3960,refreshing,1022,3960
3961,brisk,1022,3961
3962,abound,1023,3962
3963,stand up,1023,3963
3964,bristle,1023,3964
3965,uprise,1023,3965
3966,bristled,1023,3966
3967,burst,1023,3967
3968,wideband,1024,3968
3969,broadband,1024,3969
3970,platyrhinian,1025,3970
3971,platyrrhinic,1025,3971
3972,platyrrhinian,1025,3972
3973,platyrhine,1025,3973
3974,platyrrhine,1025,3974
3975,broadnosed,1025,3975
3976,brobdingnagian,1026,3976
3977,Brobdingnagian,1026,3977
3978,Brobdingnagian,1027,3978
3979,brobdingnagian,1027,3979
3980,huge,1027,3980
3981,vast,1027,3981
3982,immense,1027,3982
3983,brocade,1028,3983
3984,brocaded,1028,3984
3985,raised,1029,3985
3986,embossed,1029,3986
3987,brocaded,1029,3987
3988,broiled,1030,3988
3989,oven broil,1030,3989
3990,broil,1030,3990
3991,bake,1030,3991
3992,grilled,1031,3992
3993,broiled,1031,3993
3994,broken,1032,3994
3995,unkept,1032,3995
3996,broken-backed,1033,3996
3997,hogged,1033,3997
3998,broken-down,1034,3998
3999,bedraggled,1034,3999
4000,tatterdemalion,1034,4000
4001,derelict,1034,4001
4002,tumble-down,1034,4002
4003,dilapidated,1034,4003
4004,ramshackle,1034,4004
4005,broken in,1035,4005
4006,broken,1035,4006
4007,heartbroken,1036,4007
4008,brokenhearted,1036,4008
4009,heartsick,1036,4009
4010,platitudinal,1037,4010
4011,bromidic,1037,4011
4012,corny,1037,4012
4013,platitudinous,1037,4013
4014,bronze,1038,4014
4015,tan,1038,4015
4016,bronzy,1039,4016
4017,bronze,1039,4017
4018,tan,1040,4018
4019,bronzed,1040,4019
4020,bronze,1040,4020
4021,tanned,1041,4021
4022,bronzed,1041,4022
4023,suntanned,1041,4023
4024,fraternal,1042,4024
4025,brotherly,1042,4025
4026,brotherlike,1042,4026
4027,embrown,1043,4027
4028,brown,1043,4028
4029,brownish,1044,4029
4030,dark-brown,1044,4030
4031,chocolate-brown,1044,4031
4032,browned,1044,4032
4033,brown,1044,4033
4034,brownish-black,1045,4034
4035,brown-black,1045,4035
4036,brown-gray,1046,4036
4037,brown-grey,1046,4037
4038,brownish-gray,1046,4038
4039,brownish-grey,1046,4039
4040,brownish-green,1047,4040
4041,brown-green,1047,4041
4042,brown-purple,1048,4042
4043,brownish-purple,1048,4043
4044,brownish-speckled,1049,4044
4045,brown-speckled,1049,4045
4046,brown-striped,1050,4046
4047,brownish-striped,1050,4047
4048,embrown,1051,4048
4049,browned,1051,4049
4050,brown,1051,4050
4051,browned,1052,4051
4052,brown,1052,4052
4053,browned off,1053,4053
4054,exasperated,1053,4054
4055,cheesed off,1053,4055
4056,brownish,1054,4056
4057,chocolate-brown,1054,4057
4058,dark-brown,1054,4058
4059,brown,1054,4059
4060,sorrel,1055,4060
4061,brownish-orange,1055,4061
4062,brownish-red,1056,4062
4063,maroon,1056,4063
4064,injure,1057,4064
4065,bruise,1057,4065
4066,contuse,1057,4066
4067,hurt,1057,4067
4068,bruising,1057,4068
4069,spite,1057,4069
4070,offend,1057,4070
4071,wound,1057,4071
4072,hiemal,1058,4072
4073,brumal,1058,4073
4074,hibernal,1058,4074
4075,brummagem,1059,4075
4076,Brummagem,1059,4076
4077,brumous,1060,4077
4078,hazy,1060,4078
4079,misty,1060,4079
4080,foggy,1060,4080
4081,brush,1061,4081
4082,brushed,1061,4082
4083,sweep,1061,4083
4084,napped,1062,4084
4085,fleecy,1062,4085
4086,brushed,1062,4086
4087,curt,1063,4087
4088,brusque,1063,4088
4089,brusk,1063,4089
4090,short,1063,4090
4091,cruel,1064,4091
4092,savage,1064,4092
4093,unrelenting,1064,4093
4094,beastly,1064,4094
4095,brute,1064,4095
4096,roughshod,1064,4096
4097,bestial,1064,4097
4098,brutish,1064,4098
4099,fell,1064,4099
4100,vicious,1064,4100
4101,brutal,1064,4101
4102,barbarous,1064,4102
4103,buff-coloured,1065,4103
4104,buff-colored,1065,4104
4105,buffeted,1066,4105
4106,buffet,1066,4106
4107,knock about,1066,4107
4108,buff,1066,4108
4109,batter,1066,4109
4110,buffeted,1067,4110
4111,tempest-tost,1067,4111
4112,storm-tossed,1067,4112
4113,tempest-swept,1067,4113
4114,tempest-tossed,1067,4114
4115,clownlike,1068,4115
4116,zany,1068,4116
4117,buffoonish,1068,4117
4118,clownish,1068,4118
4119,intercept,1069,4119
4120,tease,1069,4120
4121,bugged,1069,4121
4122,beleaguer,1069,4122
4123,wiretap,1069,4123
4124,badger,1069,4124
4125,pester,1069,4125
4126,tap,1069,4126
4127,bug,1069,4127
4128,push around,1070,4128
4129,hector,1070,4129
4130,bullyrag,1070,4130
4131,boss around,1070,4131
4132,strong-arm,1070,4132
4133,bully,1070,4133
4134,browbeat,1070,4134
4135,ballyrag,1070,4135
4136,swagger,1070,4136
4137,push around,1071,4137
4138,hector,1071,4138
4139,bullying,1071,4139
4140,bullyrag,1071,4140
4141,boss around,1071,4141
4142,strong-arm,1071,4142
4143,bully,1071,4143
4144,browbeat,1071,4144
4145,ballyrag,1071,4145
4146,swagger,1071,4146
4147,blustery,1072,4147
4148,bullying,1072,4148
4149,guggle,1073,4149
4150,burble,1073,4150
4151,gurgle,1073,4151
4152,ripple,1073,4152
4153,bubble,1073,4153
4154,babble,1073,4154
4155,burbling,1073,4155
4156,effusive,1074,4156
4157,gushing,1074,4157
4158,burbly,1074,4158
4159,burbling,1074,4159
4160,weight,1075,4160
4161,weight down,1075,4161
4162,saddle,1075,4162
4163,burdened,1075,4163
4164,burthen,1075,4164
4165,burden,1075,4165
4166,charge,1075,4166
4167,heavy-laden,1076,4167
4168,loaded down,1076,4168
4169,burdened,1076,4169
4170,unburdened,1077,4170
4171,burdenless,1077,4171
4172,taxing,1078,4172
4173,burdensome,1078,4173
4174,onerous,1078,4174
4175,burn up,1079,4175
4176,burning,1079,4176
4177,sting,1079,4177
4178,fire,1079,4178
4179,incinerate,1079,4179
4180,cauterise,1079,4180
4181,burn off,1079,4181
4182,bite,1079,4182
4183,cauterize,1079,4183
4184,sunburn,1079,4184
4185,cut,1079,4185
4186,burn down,1079,4186
4187,burn,1079,4187
4188,glow,1079,4188
4189,combust,1079,4189
4190,burnished,1080,4190
4191,burnish,1080,4191
4192,buff,1080,4192
4193,furbish,1080,4193
4194,lustrous,1081,4194
4195,bright,1081,4195
4196,burnished,1081,4196
4197,shiny,1081,4197
4198,shining,1081,4198
4199,busted,1082,4199
4200,broken,1082,4200
4201,bustle,1083,4201
4202,hustle,1083,4202
4203,bustle about,1083,4203
4204,bustling,1083,4204
4205,busy,1084,4205
4206,occupy,1084,4206
4207,busybodied,1085,4207
4208,officious,1085,4208
4209,busy,1085,4209
4210,meddlesome,1085,4210
4211,interfering,1085,4211
4212,meddling,1085,4212
4213,in use,1085,4213
4214,fussy,1085,4214
4215,engaged,1085,4215
4216,busybodied,1086,4216
4217,officious,1086,4217
4218,busy,1086,4218
4219,meddlesome,1086,4219
4220,interfering,1086,4220
4221,meddling,1086,4221
4222,butch,1087,4222
4223,macho,1087,4223
4224,go around,1088,4224
4225,short-circuit,1088,4225
4226,get around,1088,4226
4227,bypass,1088,4227
4228,bypast,1088,4228
4229,byzantine,1089,4229
4230,Byzantine,1089,4230
4231,Byzantine,1090,4231
4232,convoluted,1090,4232
4233,byzantine,1090,4233
4234,involved,1090,4234
4235,knotty,1090,4235
4236,tortuous,1090,4236
4237,tangled,1090,4237
4238,kabbalistic,1091,4238
4239,sibylline,1091,4239
4240,cryptical,1091,4240
4241,qabalistic,1091,4241
4242,cryptic,1091,4242
4243,cabalistic,1091,4243
4244,squawky,1092,4244
4245,cackly,1092,4245
4246,cacogenic,1093,4246
4247,dysgenic,1093,4247
4248,cacophonic,1094,4248
4249,cacophonous,1094,4249
4250,retroflex,1095,4250
4251,cacuminal,1095,4251
4252,caducous,1096,4252
4253,shed,1096,4253
4254,caecal,1097,4254
4255,cecal,1097,4255
4256,cesarian,1098,4256
4257,caesarean,1098,4257
4258,caesarian,1098,4258
4259,cesarean,1098,4259
4260,Caesarean,1098,4260
4261,Caesarian,1098,4261
4262,tufted,1099,4262
4263,cespitose,1099,4263
4264,caespitose,1099,4264
4265,cagey,1100,4265
4266,canny,1100,4266
4267,cagy,1100,4267
4268,clever,1100,4268
4269,chary,1100,4269
4270,calamitous,1101,4270
4271,black,1101,4271
4272,disastrous,1101,4272
4273,fatal,1101,4273
4274,fateful,1101,4274
4275,calcareous,1102,4275
4276,chalky,1102,4276
4277,shod,1103,4277
4278,calced,1103,4278
4279,calceiform,1104,4279
4280,calceolate,1104,4280
4281,conniving,1105,4281
4282,calculative,1105,4282
4283,calculating,1105,4283
4284,scheming,1105,4284
4285,shrewd,1105,4285
4286,warming,1106,4286
4287,calefacient,1106,4287
4288,calefactory,1107,4288
4289,calefactive,1107,4289
4290,calender,1108,4290
4291,calendered,1108,4291
4292,calendered,1109,4292
4293,glossy,1109,4293
4294,calendrical,1110,4294
4295,calendric,1110,4295
4296,fine-tune,1111,4296
4297,calibrate,1111,4297
4298,calibrated,1111,4298
4299,graduate,1111,4299
4300,graduated,1112,4300
4301,calibrated,1112,4301
4302,calligraphic,1113,4302
4303,calligraphical,1113,4303
4304,callipygian,1114,4304
4305,callipygous,1114,4305
4306,callous,1115,4306
4307,cauterise,1115,4307
4308,cauterize,1115,4308
4309,indurate,1116,4309
4310,callous,1116,4310
4311,calloused,1116,4311
4312,pachydermatous,1116,4312
4313,thickened,1116,4313
4314,callous,1117,4314
4315,cauterise,1117,4315
4316,calloused,1117,4316
4317,cauterize,1117,4317
4318,calloused,1118,4318
4319,callous,1118,4319
4320,thickened,1118,4320
4321,callow,1119,4321
4322,unfledged,1119,4322
4323,fledgling,1119,4323
4324,Calvinistical,1120,4324
4325,Calvinist,1120,4325
4326,Calvinistic,1120,4326
4327,calvinist,1120,4327
4328,Calvinistical,1121,4328
4329,calvinistic,1121,4329
4330,Calvinist,1121,4330
4331,Calvinistic,1121,4331
4332,Calvinistical,1122,4332
4333,calvinistical,1122,4333
4334,Calvinist,1122,4334
4335,Calvinistic,1122,4335
4336,calycine,1123,4336
4337,calyceal,1123,4337
4338,calycinal,1123,4338
4339,calycled,1124,4339
4340,calyculate,1124,4340
4341,cambodian,1125,4341
4342,Cambodian,1125,4342
4343,Kampuchean,1125,4343
4344,Welsh,1126,4344
4345,cambrian,1126,4345
4346,Cambrian,1126,4346
4347,cameroonian,1127,4347
4348,Cameroonian,1127,4348
4349,camouflage,1128,4349
4350,camouflaged,1128,4350
4351,camphorated,1129,4351
4352,camphorate,1129,4352
4353,Canadian,1130,4353
4354,canadian,1130,4354
4355,canary,1131,4355
4356,canary-yellow,1131,4356
